,User,Text,Date,Favorites,Retweets,Mentions,Hashtags
1574,DoRzeczy_pl,Linie @British_Airways zawieszają loty do Chin https://dorzeczy.pl/swiat/127840/linie-british-airways-zawieszaja-loty-do-chin.html #koronawirus ,2020-01-29 08:00:57+00:00,2,5,@British_Airways,#koronawirus
1575,dreambaecatcher,Idę oglądać biedronkę i czarnego kota udając że nic na świecie się nie dzieje ☺️ #koronavirus,2020-01-29 08:00:54+00:00,0,6,,#koronavirus
1576,CryptoPoland,KORONAWIRUS vs. CYFROZA - NOWY FILM NA KANALE (link do video poniżej) ,2020-01-29 07:56:34+00:00,1,13,,
1577,amissavita,jakie są fajne kdramy na Netflixie? #koronawirus #dziendobrytvisoverparty #BTSxCorden,2020-01-29 07:54:28+00:00,0,1,,#koronawirus #dziendobrytvisoverparty #BTSxCorden
1578,dmnkwlski,"Koronawirus podobno ginie przy kontakcie z alkoholem. Paradoksalnie, może właśnie dobrze, że trafiła właśnie tam 😂",2020-01-29 07:53:37+00:00,0,1,,
1579,PeterSpoon1,Japierdole jakieś koronawirus czy jakiś chuj lata se po świecie jprdl chwdp 100 jp. Zapraszam do polski niech ten virus wybije wszystkie stare baby co się pchają w linach w kurwa kauflandzie,2020-01-29 07:50:20+00:00,1,1,,
1580,prosze_o_rt,"""W związku z pojawieniem się w Europie koronawirusa Prezes NIK Marian Banaś podjął decyzję o natychmiastowym rozpoczęciu kontroli rozpoznawczej. NIK sprawdzi jak przygotowane jest państwo do działania w obliczu realnego zagrożenia epidemią."" ❤️ Dziękuję Pan Marian #koronawirus",2020-01-29 07:50:09+00:00,0,1,,#koronawirus
1581,RadioZET_NEWS,W związku z pojawieniem się #Koronavirus w Europie @NIKgovPL przyspiesza kontrolę polskiego systemu ochrony zdrowia pod kątem jego przygotowania na niebezpieczne i zakaźne choroby.,2020-01-29 07:47:24+00:00,2,11,@NIKgovPL,#Koronavirus
1582,nietoperz_cz,Łódź jak zwykle w awangardzie #koronavirus ,2020-01-29 07:47:03+00:00,0,2,,#koronavirus
1583,Salon24pl,"Koronawirus w Polsce? NIK wszczyna pilną kontrolę #coronoavirus #koronawirus @NIKgovPL https://www.salon24.pl/newsroom/1015811,koronawirus-w-polsce-nik-wszczyna-pilna-kontrole",2020-01-29 07:46:18+00:00,0,0,@NIKgovPL,#coronoavirus #koronawirus
1584,ZabaZLubina,"Jak tam lasy w Australii? Pieniążki już ugasiły pożary? Pierdyliony zwierzątek już nie giną? A nie, teraz przecież koronawirus.. Gdzie wysłać pieniążki na szpitale w chinach?",2020-01-29 07:44:53+00:00,0,3,,
1585,Robert___PL,Koronawirus to zbyt szerokie pojęcie. Wszystko zależy od genotypu tego wirusa. Koronawirus dzielimy na kilkanaście typów i tylko niektóre z nich są realnie groźne. ,2020-01-29 07:44:11+00:00,0,1,,
1586,MatysiakSeb,"Niemieckie Ministerstwo Zdrowia poinformowało, że u trzech kolejnych mieszkańców Bawarii wykryto koronawirusa. Łącznie zarażone tam są cztery osoby. #koronawirus #coronoavirus #coronavirus",2020-01-29 07:44:08+00:00,0,0,,#koronawirus #coronoavirus #coronavirus
1587,QHemmoQ,"Ludzie, w Polsce nie ma #koronawirus są tylko podejrzenia, ale nie ma oficjalnie takiej informacji",2020-01-29 07:44:03+00:00,2,6,,#koronawirus
1588,Duda2020Wasyl,"To na dobry poranek trochę teorii spiskowych... Wyobraźmy sobie, że w co 10 tel. Huawei w Europie i USA jest ukryty koronawirus i teraz Chińczycy go odpalaja... Miłej środy 🤣🤣🤣",2020-01-29 07:41:54+00:00,0,1,,
1589,RPEkonomia,Największe brytyjskie linie lotnicze @British_Airways zawiesiły połączenie z Pekinem i Szanghajem w związku z szerzącą się epidemią #koronawirus ,2020-01-29 07:40:12+00:00,0,0,@British_Airways,#koronawirus
1590,DannicPoland,"O już stawiają pierwsze moduły, bo wcześniej to kilka dni utwardzali nawierzchnię. #Coranavirus #koronawirus ",2020-01-29 07:40:11+00:00,0,1,,#Coranavirus #koronawirus
1591,Jakub08149113,Izraelski ekspert od wojny biologicznej: koronawirus mógł wymknąć się z laboratorium pracującym na potrzeby chińskiej armii. Nie pierwszy taki głos. ,2020-01-29 07:39:02+00:00,0,1,,
1592,Waldemarro,Nowatorska metoda zwalczania #koronawirus biurokracją! Będzie Nobel ;),2020-01-29 07:36:53+00:00,0,3,,#koronawirus
1593,RadioZET_NEWS,British Airways zawieszają loty do Chin. Powodem jest koronawirus.,2020-01-29 07:36:46+00:00,4,14,,
1594,2STACH,"""Kochani prawi"" wbrew swemu mniemaniu niewiele różnią się od POwskich lemingów.. Teza niezgodna z ich przekonaniami i obrazem świata staje się ""teorią spiskową"".. Nie przyjmują możliwości że ten cały koronawirus to może być użycie broni biologicznej.. Przez kogo? 1/2",2020-01-29 07:36:12+00:00,0,2,,
1595,wallstermeloon,Kurwa jak ja sie boje bo jesli to bedzie koronawirus w łodzi to to jest pół godziny ode mnie plakac mi sie chce,2020-01-29 07:35:41+00:00,0,0,,
1596,Nebrraska,EJ A JEŚLI KORONAWIRUS DOJDZIE DO POLSKI I ZAMKNĄ SZKOŁY DLA BEZPIECZEŃSTWA,2020-01-29 07:35:09+00:00,0,0,,
1597,napalonywikary,#Koronawirus Polska jest bezpieczna. pic.twitter.com/n9RWIny5Fr,2020-01-29 07:35:08+00:00,2,37,,#Koronawirus
1598,PSSE_Sulecin,"@GIS_gov ❗Komunikat dla podróżujących (nr 8), 28 stycznia 2020 r. (Opracowano na podstawie danych European Centre for Disease Prevention and Control - ECDC oraz World Health Organization (WHO) 👇https://gis.gov.pl/aktualnosci/komunikat-dla-podrozujacych-nr-8-28-stycznia-2020-r-opracowano-na-podstawie-danych-ecdc-oraz-who/?fbclid=IwAR2MGCR6GUO2o1NV3Zxzq41tzEU4uWejmye-Pbsl26S7Apvl_JxlmGYrVII #Chiny #koronawirus ",2020-01-29 07:34:34+00:00,0,0,@GIS_gov,#Chiny #koronawirus
1599,SebastianJaw,Koronawirus pod mikroskopem zaskoczył nawet rzecznika #PiS i wywołał dekonsternację w szeregach Batalionów Moherowych Beretów 😎 #koronawirus #PiSkomuna #Kaczyński,2020-01-29 07:32:49+00:00,0,1,,#PiS #koronawirus #PiSkomuna #Kaczy
1600,m_podczarski,"Żywotność wirusa podobno jest zatrważająca. ""30 minut w 56 stopniach! Ta wartość przekroczyła wszystkie wirusy! 56-stopniach wirus ginie w ciągu 1-2 minut, tym razem koronawirus Wuhan może przeżyć przez 30 minut."" https://www.wenxuecity.com/news/2020/01/23/9046509.html",2020-01-29 07:32:16+00:00,4,1,,
1601,morellobee,„uważajcie na sobie” jak? #koronavirus,2020-01-29 07:30:45+00:00,0,23,,#koronavirus
1602,Gosc_RadiaZET,"🗨️@paweljabIonski zapytany, kiedy decyzja ws. Polaków w epicentrum #koronavirus: To kwestia 2-3 dni @RadioZET_NEWS",2020-01-29 07:30:42+00:00,2,0,@paweljabIonski @RadioZET_NEWS,#koronavirus
1603,Gosc_RadiaZET,"🗨️Lubecka o ewakuacji Polaków w epicentrum #koronavirus: Są informacje medialne, że Polacy mieliby poddać się dwutyg. kwarantannie, ale część Polaków nie zgadza się na takie rozwiązanie Jabłoński: Nie mogę potwierdzić. Ta informacja jest co najmniej nieprecyzyjna @RadioZET_NEWS",2020-01-29 07:29:50+00:00,2,2,@RadioZET_NEWS,#koronavirus
1604,Urszula62336884,"Koronawirus jest niegroźny i bezpieczny 1,7m pod ziemią A jeszcze bezpieczniejszy po skremowaniu ",2020-01-29 07:29:06+00:00,0,0,,
1605,MWielichowska,". @MZ_GOV_PL czy ta informacja się potwierdza ? ↪️ http://www.tokfm.pl/Tokfm/7,171710,25643858,wirus-w-polsce-pacjentka-z-podejrzeniem-zakazenia-trafila-do.html?fbclid=IwAR1jW8tXPwBRDUJTPPfDybpJrD7a1RRQBInD7X9Y3YZQuqMxepj6HFsqfkc. #koronawirus",2020-01-29 07:28:35+00:00,1,2,@MZ_GOV_PL,#koronawirus
1606,DanielPugacz,Nareszcie jakieś konkrety #koronawirus #jerzyzięba #zdrowie #porady,2020-01-29 07:28:27+00:00,0,1,,#koronawirus #jerzyzi #zdrowie #porady
1607,Tomasz_Pnk,Dzień dobry :) #koronawirus ,2020-01-29 07:28:14+00:00,1,4,,#koronawirus
1608,OnetWiadomosci,Koronawirus z Wuhan. Czy przyjmowanie paczek z Chin jest bezpiecznie? http://dlvr.it/RNyG3B,2020-01-29 07:27:04+00:00,1,0,,
1609,Gosc_RadiaZET,"🗨️@paweljabIonski o ewakuacji Polaków w epicentrum #koronavirus: To bardzo wrażliwa sprawa. Chiny mają pewne oczekiwania, żebyśmy ujawniali to niezbyt szczegółowo do momentu, kiedy to nastąpi @RadioZET_NEWS",2020-01-29 07:26:50+00:00,2,3,@paweljabIonski @RadioZET_NEWS,#koronavirus
1610,android_polska,Koronawirus odbije się także na przemyśle. https://android.com.pl/news/293621-fabryki-foxconna-i-samsunga-zamkniete/ #koronawirus,2020-01-29 07:26:27+00:00,0,2,,#koronawirus
1611,zlachmurka,"Ej im sorry but osoby, które na newsa o #koronawirus w Łodzi reagują heheh zajebiście, jadę tam, omg niech ktoś zarażony na mnie napluje itd — im just 🙃 Twój edgy humor nie jest zabawny Karen 🙄",2020-01-29 07:26:26+00:00,0,1,,#koronawirus
1612,Gosc_RadiaZET,"🗨️@paweljabIonski o Polakach w epicentrum #koronavirus: Zostaną ewakuowani, a ta ewakuacja odbędzie się w inną część Chin, albo zostaną ewakuowani do Europy. To zależy od tego, jak porozumiemy się z państwami UE i z Chinami @RadioZET_NEWS",2020-01-29 07:26:07+00:00,2,2,@paweljabIonski @RadioZET_NEWS,#koronavirus
1613,Gosc_RadiaZET,"🗨️@paweljabIonski o Polakach w epicentrum #koronavirus: Do końca tygodnia zostaną podjęte kroki i będziemy wiedzieli, jak odbędzie się ewakuacja @RadioZET_NEWS",2020-01-29 07:25:17+00:00,2,4,@paweljabIonski @RadioZET_NEWS,#koronavirus
1614,_by_Ren,"""Na dzisiaj w Polsce nie mamy testów do identyfikacji wirusa Wuhan"" ""Szpital zakaźny w Warszawie przyjmuje na oiom najtrudniejsze przypadki"" ""Wirus jest bardzo lotny"" #koronavirus po polsku.",2020-01-29 07:23:01+00:00,6,67,,#koronavirus
1615,romekcz,Sok z buraka posadzonego w świcie we mgle podczas przesilenia wiosennego dodajesz do rosołu ugotowanego z napletka koguta Ayam Cemani . Następnie wcierasz lewym kciukiem w prawą skroń jednocześnie trzymając w zębach ząbek sfermentowanego czosnku . Koronawirus wyleczony 😎,2020-01-29 07:22:44+00:00,1,3,,
1616,ZStolicy,Koronawirus w Łodzi?! Jest podejrzenie! Kobieta mogła przez kilka dni zarażać gości pewnego łódzkiego hotelu! https://zyciestolicy.com.pl/koronawirus-w-lodzi-jest-podejrzenie-kobieta-mogla-przez-kilka-dni-zarazac-gosci-pewnego-lodzkiego-hotelu/,2020-01-29 07:20:56+00:00,0,1,,
1617,nikotyniara,"jeszcze brakuje żeby ktoś powiedział, że koronawirus jest karą od Boga za masowe aborcje w Chinach 🤦‍♀️",2020-01-29 07:20:25+00:00,0,80,,
1618,FaktyTVN,"Koronawirus jest coraz bliżej. W Niemczech potwierdzono pierwszy przypadek zakażenia. ZOBACZ materiał @SlawinskaK &gt;&gt;&gt; https://fakty.tvn24.pl/ogladaj-online,60/koronawirus-w-europie-pierwszy-przypadek-zakazenia-w-niemczech,1002565.html",2020-01-29 07:20:00+00:00,0,0,@SlawinskaK,
1619,LilaKozielska,"Wczoraj 4000, dziś 6000. Pierwszy przypadek badany w Polsce. #ncov2019 #koronawirus #coronavirus",2020-01-29 07:16:39+00:00,1,3,,#ncov2019 #koronawirus #coronavirus
1620,stepelka,"Wniosek z poniższych wyliczeń jest taki, że jeśli koronawirus #ncov2020 / #nCoV19 był w nietoperzu to było to 20 - 65 lat temu (możliwy/prawdopodobny(?) gospodarz pośredni)",2020-01-29 07:15:49+00:00,0,5,,#ncov2020 #nCoV19
1621,ZukZukovsky,Co nas zdziesiątkuje najpierw: #koronawirus czy #atakzimy?,2020-01-29 07:13:45+00:00,0,0,,#koronawirus #atakzimy
1622,pidybi,Pilna kontrola NIK. Chodzi o koronawirus https://dorzeczy.pl/kraj/127834/pilna-kontrola-nik-chodzi-o-koronawirus.html #dorzeczy,2020-01-29 07:13:21+00:00,0,0,,#dorzeczy
1623,DziennikPL,Koronawirus w Polsce? Kobieta trafiła do szpitala w Łodzi ,2020-01-29 07:09:33+00:00,1,3,,
1624,DoRzeczy_pl,Pilna kontrola NIK. Chodzi o koronawirus https://dorzeczy.pl/kraj/127834/pilna-kontrola-nik-chodzi-o-koronawirus.html,2020-01-29 07:05:58+00:00,0,7,,
1625,LechGalik,"#koronavirus jest już w Polsce, konkretnie w Łodzi - czyli że za 3 dni będzie w Warszawie. ",2020-01-29 07:04:02+00:00,0,1,,#koronavirus
1626,jarek_jaro01,"Wczoraj w radiu słyszałem, że koronawirus wywindował ceny złota na historyczne szczyty: dementuje te dyrdymały: złoto obecnie jest po 1567$za uncję, koronaszczyt to rejon 1600$, a szczyt historyczny to rejon 1930$z września 2011 roku.",2020-01-29 07:03:40+00:00,0,1,,
1627,arekpietrzyk,"Nie uprawiaj polityki śniegiem, #koronawirus też do Was dotarł* ;-) * tak twierdzą, a czy prawda to się pewnie dziś okaże.",2020-01-29 06:59:09+00:00,0,1,,#koronawirus
1628,dancingdervi,"koronAwirus, tłumoku.",2020-01-29 06:59:05+00:00,0,0,,
1629,naukawpolsce,"#koronawirus Wuhan: Wiele infekcji atakujących ludzi ma pochodzenie odzwierzęce, jak gorączka krwotoczna, AIDS czy. Są to na ogół zakażenia wirusowe, gdyż wirusy łatwiej niż bakterie przeskakują bariery międzygatunkowe – mówi dr Paweł Grzesiowski http://naukawpolsce.pap.pl/aktualnosci/news%2C80500%2Cekspert-zakazenia-odzwierzece-sa-najczesciej-wirusowe.html #2019nCoV",2020-01-29 06:58:49+00:00,2,5,,#koronawirus #2019nCoV
1630,heymynameisala,"Wydaje mi się,że śmiertelność #koronawirus tak szybo wzrasta bo w Wuhan zaczyna powoli brakować miejsc dla chorych i ogólnie jest przepełnienie szpitali,aniżeli sam wirus staje się coraz groźniejszy",2020-01-29 06:58:44+00:00,0,1,,#koronawirus
1631,patrykmichalski,"Stworzyć artykuł „Koronawirus atakuje Europę. Bez obaw, Jerzy Zięba zna remedium” i napisać „nie ponosimy odpowiedzialności”? To taki model biznesowy? ",2020-01-29 06:58:19+00:00,8,73,,
1632,DziennikPL,Polskie służby szykują się na #koronawirus - @KlaraKlinger @PatrycjaOtto,2020-01-29 06:57:00+00:00,0,0,@KlaraKlinger @PatrycjaOtto,#koronawirus
1633,iday6s,czekaj co koronawirus w polsce jest??,2020-01-29 06:56:39+00:00,0,1,,
1634,xJustnormalgirl,"Ja się naprawdę boję, bo mam jeszcze tyle przed sobą... na serio chde mi się płakać #koronavirus",2020-01-29 06:51:53+00:00,1,30,,#koronavirus
1635,Stopikowski,Jerzy Zięba - Koronawirus - JAK leczyć ściągajcie to na swoje dyski ! https://youtu.be/2eDQwKeXdTI przez @YouTube,2020-01-29 06:51:52+00:00,0,0,@YouTube,
1636,zee_books,Co to za ploty? Jest już w Polsce? #koronavirus,2020-01-29 06:51:43+00:00,0,2,,#koronavirus
1637,sycylia6_,Podejrzenie #koronawirus w Polsce 💖💖 ,2020-01-29 06:50:31+00:00,2,3,,#koronawirus
1638,morellobee,ej bo ja się teraz boje na koncert Tini jechać #QuieroVolverTour #koronavirus,2020-01-29 06:50:22+00:00,0,6,,#QuieroVolverTour #koronavirus
1639,cykoriantka,koronawirus PLUS snieg lodz nigdy nie przestaniesz mnie zaskakiwac wiesz ,2020-01-29 06:49:41+00:00,0,8,,
1640,cykoriantka,koronawirus w lodzi kinda hoping ze zlapie skurwisyna,2020-01-29 06:49:01+00:00,0,4,,
1641,plx_waw,Koronawirus jak już. 🤦‍♂️,2020-01-29 06:46:02+00:00,0,1,,
1642,ZjadaczSmokow,Ważne!!! KORONAWIRUS z Wuhan - najważniejsze INFORMACJE OD LEKARZA https://youtu.be/MtqM6e33VNw via @YouTube,2020-01-29 06:42:11+00:00,0,0,@YouTube,
1643,Argailll,Jeżeli rząd jest tak samo przygotowany do #koronawirus jak do ASF...to daj nam Boże zdrowia 🙄,2020-01-29 06:40:52+00:00,0,0,,#koronawirus
1644,sycylia6_,#koronawirus w Polsce? Pięknie. Przy tych kolejkach do lekarzy to koniec... Trzeba sobie samemu bańki stawiać... ,2020-01-29 06:36:11+00:00,1,10,,#koronawirus
1645,wiczkv03,I jeszcze jak ci się złapie koronawirus to masz przynajmniej jakiś bonus XDD,2020-01-29 06:33:38+00:00,0,1,,
1646,jacekhyla,Obejrzyj film „Jerzy Zięba - czy Koronawirus zagraża Polakom? Czy świat jest gotowy na epidemię?” w YouTube https://youtu.be/vffI_RqaL30,2020-01-29 06:29:36+00:00,4,5,,
1647,PSamorzadowy,#koronawirus w Łodzi?! ,2020-01-29 06:29:19+00:00,1,0,,#koronawirus
1648,Argailll,"Grupa Różańcowa Obrony Terytorialnej -GROT, na polecenie rządu ruszyła do zabezpieczenia granic przed #koronawirus ",2020-01-29 06:29:17+00:00,3,18,,#koronawirus
1649,artur_ziraf,Aktualnie są 132 osoby zmarłe. #Coronavirus #WuhanCoronavirus #WuhanVirus #Koronawirus ,2020-01-29 06:28:32+00:00,1,1,,#Coronavirus #WuhanCoronavirus #WuhanVirus #Koronawirus
1650,TygodnikWPROST,#Koronawirus. Australijscy naukowcy jako pierwsi odtworzyli wirusa poza Chinami ,2020-01-29 06:27:07+00:00,3,2,,#Koronawirus
1651,AntoniRadziwill,"#koronawirus #Pekin Ochroniarz na moim osiedlu nie wpuszcza nikogo obcego. Na drzwiach jest ogłoszenie, że administracja będzie chodziła po mieszkaniach i badała na ""obecność wirusa"". Nie panikują - to tylko czujność i wrażliwość na obecną sytuację. Ciekawe doświadczenie.",2020-01-29 06:19:55+00:00,6,6,,#koronawirus #Pekin
1652,Tharoffnik,Czy pani @ogorekmagda szykuje się już do wyjazdu z kraju? #pytamy #koronavirus ,2020-01-29 06:18:51+00:00,0,6,@ogorekmagda,#pytamy #koronavirus
1653,juliaoktavia7,Okej. Jest coraz gorzej #koronavirus uważajcie na siebie! Bądźcie zdrowi! ,2020-01-29 06:18:14+00:00,3,33,,#koronavirus
1654,gay4hye,Czuję się źle przez korona virus chyba pójdę w masce do szkoły,2020-01-29 06:08:48+00:00,0,1,,
1655,Interia_Fakty,#koronawirus: Już 132 ofiary śmiertelne. Niemal wszystkie przypadki śmiertelne w prowincji Hubei w Chinach. Blisko sześć tysięcy zarażonych. ,2020-01-29 06:04:46+00:00,0,0,,#koronawirus
1656,TelukTomasz,Koronawirus nadciąga. Małgorzata Rozenek wyjeżdża z kraju. Kto następny? ,2020-01-29 06:04:32+00:00,0,2,,
1657,wickedmindv,czy koronawirus jest już w Polsce? Ponoć ktoś w Łodzi trafił do szpitala,2020-01-29 06:03:35+00:00,0,2,,
1658,BozenaPiegza3,"Całą tą ZP dopadł koronawirus ,bo bredzą że nie idzie ich słuchać z Dudą. Trzeba odseparować tych chorych i pozamykać w celach na zawsze .Aby swoją chorobą nie zarażali innych normalnych Polaków .",2020-01-29 05:56:49+00:00,0,2,,
1659,smerfnygargamel,Polski #koronavirus ? Jakieś dziwne objawy ma ten pan 😎 ,2020-01-29 05:48:45+00:00,9,70,,#koronavirus
1660,EdgeSerpent,"Nie wiemy, jak rozprzestrzenia się koronawirus. Może przez spojówki.",2020-01-29 05:46:09+00:00,0,7,,
1661,tvp_info,Chiny testują skuteczność leków na #HIV w leczeniu nowego typu #koronawirus #wieszwięcej,2020-01-29 05:45:42+00:00,1,5,,#HIV #koronawirus #wieszwi
1662,artur_ziraf,"Zachorowania 6057 (świat), zmarłe 107 os. (Chiny), wyleczone 110 os. (Chiny), Niemcy i Francja po 4 osoby zachorowania stwierdzone. #Coronavirus #WuhanCoronavirus #WuhanVirus #Koronawirus https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6",2020-01-29 05:40:41+00:00,2,0,,#Coronavirus #WuhanCoronavirus #WuhanVirus #Koronawirus
1663,PR24_pl,Koronawirus w UE. Dziś informacja komisarzy ds. zdrowia i zarządzania kryzysowego ,2020-01-29 05:40:23+00:00,0,0,,
1664,PolskaKobieta,"#koronavirus Od powietrza, głodu, ognia i wojny -wybaw nas Panie!! 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏 Od nagłej i niespodziewanej śmierci - zachowaj nas Panie🙏🙏🙏 ",2020-01-29 05:37:26+00:00,27,163,,#koronavirus
1665,Interia_Fakty,"#koronawirus Samolot, który zabrał obywateli USA z Wuhan, ma wylądować w Anchorage na Alasce, gdzie wszyscy pasażerowie przejdą szczegółowe badania. Dopiero potem samolot poleci do Ontario w Kalifornii. Co z Polakami w #Wuhan?",2020-01-29 05:31:02+00:00,2,1,,#koronawirus #Wuhan
1666,zOstatniejChw,"Z OSTATNIEJ CHWILI: Japonia: ""koronawirus wykryty u osoby, która została zabita""",2020-01-29 05:19:17+00:00,0,0,,
1667,WBC241,📌 KORONAWIRUS UPDATE NIE ŻYJE: 🇨🇳 Chiny 132 ZARAŻENI: 🇨🇳 Chiny 5997 🇺🇸 USA 5 🇫🇷 Francja 4 🇳🇵Nepal 1 🇯🇵 Japonia 7 🇸🇬 Singapur 7 🇰🇷 Korea Południowa 4 🇹🇼 Tajwan 8 🇹🇭 Tajlandia 14 🇻🇳 Wietnam 2 🇦🇺 Australia 5 🇲🇴 Makau 7 🇲🇾 Malezja 7 🇰🇭 Kambodża 1 🇱🇰 Sri Lanka 1 🇩🇪 Niemcy 4,2020-01-29 05:17:56+00:00,467,1902,,
1668,rzeczpospolita,Polskie służby przygotowane na atak #koronawirus.a z #Chiny #2019nCoV http://bit.ly/36znHW8,2020-01-29 05:11:07+00:00,1,3,,#koronawirus #Chiny #2019nCoV
1669,rzeczpospolita,Groźny #koronawirus coraz bliżej Polski. W #Chiny panika,2020-01-29 05:03:34+00:00,5,2,,#koronawirus #Chiny
1670,grzegorzkrajski,Czyli dzisiaj mamy już dzień drugi #koronawirus ,2020-01-29 04:58:51+00:00,0,1,,#koronawirus
1671,studentadonis,Plany na jutro: -grać w gierki na kompie -obejrzeć 2 sezon Sex Education (może się czegoś nauczę o kobietach) -wyjść na spacer -założyć #tinder -spotkać się z kolegą rolnikiem (jednak pojednanie #przegryw) -poczytać o #koronawirus -napić się pysznego chaimate -iść spać przed 5,2020-01-29 04:57:47+00:00,0,3,,#tinder #przegryw #koronawirus
1672,ColaBreugnon,"Ciekawe, co tam jeszcze Chińczykom wymknie się z próbówki..? #koronawirus",2020-01-29 04:50:02+00:00,0,1,,#koronawirus
1673,studentadonis,"Mam nadzieję że #koronawirus zdziesiątkuje ludzkość, błagam niech tak się stanie, byłoby cudownie, wtedy mógłbym być #przegryw w spokoju i żadne mormiki ani julki nie zaprzątały by mi głowy w #Piatek wieczór drąc mordy pod oknem. Panie Jezu ześlij plagi na Polskę #Polexit",2020-01-29 04:47:28+00:00,0,0,,#koronawirus #przegryw #Piatek #Polexit
1674,rzeczpospolita,#Koronawirus w #Chiny: Liczba chorych już teraz jest większa niż w czasie ponad półrocznej epidemii #SARS #2019nCoV http://bit.ly/36B1fvG,2020-01-29 04:36:04+00:00,2,1,,#Koronawirus #Chiny #SARS #2019nCoV
1675,ObPis,Ona już pewnie tęgi nie widzi. Pakuje się bo koronawirus coraz bliżej.,2020-01-29 04:33:00+00:00,0,0,,
1676,studentadonis,"Zakola to chyba moja najgorsza cecha charakteru, gdyby nie zakola (ogromne) to bym nie chciał się zabić za kazdym razem gdy patrzę w lustro. Bycie grubasem też nie pomaga (80 kg) ale to jestem w stanie przeżyć bo nie jest tragicznie. #przegryw #koronawirus #wtylewizji #Piatek",2020-01-29 04:28:22+00:00,0,0,,#przegryw #koronawirus #wtylewizji #Piatek
1677,studentadonis,Czy chłopak 6/10 może mieć dziewczynę? #koronawirus #przegryw #wtylewizji #DDtvnApologize #ciaoItalia #Piatek,2020-01-29 04:24:32+00:00,0,0,,#koronawirus #przegryw #wtylewizji #DDtvnApologize #ciaoItalia #Piatek
1678,NaszaMlawa,Koronawirus w Polsce? Jest podejrzenie https://naszamlawa.pl/wiadomosci/koronawirus-w-polsce-jest-podejrzenie/ #mława #naszamlawa,2020-01-29 04:20:03+00:00,0,0,,#m #naszamlawa
1679,rzeczpospolita,#Pekin: Apteka ukarana grzywną w wysokości blisko pół miliona dolarów za sześciokrotne podwyższenie ceny masek ochronnych #koronawirus #2019nCoV http://bit.ly/2GCzEQd,2020-01-29 04:14:31+00:00,4,15,,#Pekin #koronawirus #2019nCoV
1680,KossowskiAndrze,Koronawirus w Europie. Potwierdzono pierwszy przypadek zakażenia w Niemczech - Fakty TVN online https://fakty.tvn24.pl/1002558,2020-01-29 04:13:57+00:00,0,0,,
1681,studentadonis,"Myślę że jednak kiedyś, pomimo przeciwności losu, uda mi się znaleźć jakąś dziewczynę która by mnie chciała takiego jakim jestem. Bo nie jestem zły ani okropny, myślę że wiele dziewczyn by czuło się ze mną dobrze. :( #przegryw #zima #koronawirus #wtylewizji #stuleja #Warszawa",2020-01-29 04:08:05+00:00,0,1,,#przegryw #zima #koronawirus #wtylewizji #stuleja #Warszawa
1682,rzeczpospolita,132 ofiary śmiertelne #koronawirus.a z #Wuhan. Liczba chorych wynosi już niemal 6 tysięcy. #USA rozważały zawieszenie połączeń lotniczych z Chinami http://bit.ly/2RAasjN,2020-01-29 03:37:27+00:00,5,5,,#koronawirus #Wuhan #USA
1683,Kriss_Mistral,#koronawirus jest już w Polsce. ,2020-01-29 03:36:50+00:00,0,0,,#koronawirus
1684,AronuzL,MK TV z objawami wscieklizny szurowskiej!! Jerzy Zięba - Koronawirus - JAK leczyć ściągajcie to na swoje dyski ! https://youtu.be/2eDQwKeXdTI przez @YouTube,2020-01-29 03:35:05+00:00,0,0,@YouTube,
1685,MarekS98837118,"Koronawirus ludzki w Polsce jest od dawna. 95 procent przypadków całkowicie uleczalne, bez następstw. To tyle. Ktoś sieje wiatr.",2020-01-29 02:26:52+00:00,0,3,,
1686,silwerbalk,Zwykła Grypa zabija rocznie więcej osób tylko w polsce niż ten koronawirus przez te 2 miesiące w chinach... Ja wiem że tam panuje zamordyzm i na bank zarażonych jak i zgonów jest na bank więcej... Ale nie siejmy paniki już takiej jakby lada dzień ludzkość miała wyginąć 😑,2020-01-29 02:25:31+00:00,1,2,,
1687,pietia1977,"Szumowski to człowiek, który nie był w stanie ogarnąć kampanii informacyjnej dot. działającej (wreszcie) infolinii NFZ-u. Potem okazało się, że połączył ją z onkolinią, potem, że i tak niczego się tam nie można dowiedzieć, a teraz wmawia ludziom, że koronawirus to przeziębienie.",2020-01-29 01:54:03+00:00,3,9,,
1688,laudanozyna,#koronaeirus Jerzy Zięba - Koronawirus - JAK leczyć ściągajcie to na swoje dyski ! https://youtu.be/2eDQwKeXdTI przez @YouTube,2020-01-29 01:16:28+00:00,0,0,@YouTube,#koronaeirus
1689,L0VENSYHJTJ,"Przez to cały świat może wyginąć. To tylko moja teoria więc nie bijcie, po prostu jest 2 w nocy i mnie tak wzięło, i przepraszam że używam #. Ale chciałam aby jak najwięcej osób dowiedziało się o mojej teorii #dziendobrytvnisoverparty #BTSxCorden #Kpop #koronawirus",2020-01-29 01:06:12+00:00,0,5,,#dziendobrytvnisoverparty #BTSxCorden #Kpop #koronawirus
1690,KamilMKaczmarek,Coś sobie Chińczycy z tym #koronawirus niezbyt radzą. Od przedwczoraj podwoiła się liczba zakażonych.,2020-01-29 00:59:58+00:00,0,1,,#koronawirus
