,User,Text,Date,Favorites,Retweets,Mentions,Hashtags
3005,maro_marunia,"Konflikt Iran - USA, pożary w Australii, erupcja wulkanu na Filipinach, koronawirus, Kobe... a mamy dopiero 26 stycznia.",2020-01-26 21:22:49+00:00,0,0,,
3006,MATYLDA__,"KORONAWIRUS ZABIJA, ALE MOŻE ZABIĆ 65 MLN LUDZI https://www.facebook.com/killuminati.pl.2/photos/a.269502490349932/525160804784098/?type=3&amp;theater",2020-01-26 21:18:09+00:00,1,1,,
3007,VKouprich,Koronawirus został zarejestrowany w Los Angeles ,2020-01-26 21:12:17+00:00,0,0,,
3008,Pani_DeeDee,"#koronavirus 1370 zachorowan w Chinach, 28 w innych krajach. 41 zgonow ",2020-01-26 21:07:38+00:00,0,1,,#koronavirus
3009,Cloud1986,"Teoretycznie, w Polsce pojawia się koronawirus. Jak reaguje rząd? @MorawieckiM: Rząd PO-PSL nie wydał ani grosza, na walkę z koronawirusem. My damy 300% więcej. @AndrzejDuda: Ja jestem prezydentem i się nie zgadzam na wirusa. @MZ_GOV_PL: Wszysto pod kontrolą. Matka Boska czuwa.",2020-01-26 21:04:16+00:00,0,2,@MorawieckiM @AndrzejDuda @MZ_GOV_PL,
3010,psychoultras,Ciekawe czy PO gdyby rządziła to wpuściłaby do Polski koronawirus? Uchodźców chcieli wpuścić.,2020-01-26 20:49:24+00:00,0,2,,
3011,InfoBarto,Na Podkarpaciu jest wszystko super. Nawet banki spółdzielcze działają super. A KoronaWirus to strach by miał podejść do #PISowca. Wyobraźnia.,2020-01-26 20:43:11+00:00,0,2,,#PISowca
3012,elKamilFCB,#2020 • Napięcie na Bliskim Wschodzie • Australia płonie • Koronawirus • Nie żyje Kobe Bryant Jest styczeń. Niech ten rok się już zakończy.,2020-01-26 20:42:45+00:00,1,5,,
3013,MATYLDA__,Koronawirus powstał w laboratorium wojskowym w Wuhan? Na jaw wychodzą szokujące informacje https://nczas.com/2020/01/26/koronawirus-powstal-w-laboratorium-wojskowym-w-wuhan-na-jaw-wychodza-szokujace-informacje/?fbclid=IwAR1PK4yyTcf2FlwKO-dBFA_TGNCd4twpwmywJlmVlQG_JA-HMOj77JSwFvU,2020-01-26 20:39:18+00:00,3,1,,
3014,ArthurusScriba,Skąd #pandemia nadciąga? Z Wuhan czy z Wuhanu? #polszczyzna #koronawirus ,2020-01-26 20:33:31+00:00,1,1,,#pandemia #polszczyzna #koronawirus
3015,RozporekLuke,"Obudziłam się z 39 a dzisiaj zaczełsm ferie i nir piąte na wyjazd na narty jak co roku że znajomymi, pomijając to że całe świata też byłam chora, proszę państwa to może życie.(okaże ske że mam koronawirus, chce nagrobek z sherek)",2020-01-26 20:33:14+00:00,0,0,,
3016,obetonismylove,"Do wszystkich panikujących, że Wuhan/2019-nCoV mówi się koronawirus. To NIE JEST nazwa, która powstała, dlatego że ten wirus jest w chuj niebezpieczny, góruje nad innymi wirusami czy jest niezwyciężony, etc. To nazwa grupy, do której on się zalicza. Są różne grupy, np flawiwirusy",2020-01-26 20:32:56+00:00,0,0,,
3017,Gosia4444444,Żaden koronawirus nam nie straszny. 💪💪😉,2020-01-26 20:31:14+00:00,0,0,,
3018,Longhost1,Koronawirus to chińska broń biologiczna? Breaking news: China will admit coronavirus coming from its P4 lab https://gnews.org/89749/ via @Gnews202064,2020-01-26 20:28:15+00:00,0,1,@Gnews202064,
3019,milkamalinowa,Koronawirus z Wuhan. Co wiemy o nim do tej pory? ,2020-01-26 20:25:24+00:00,0,0,,
3020,Klucznik70,"Blisko, coraz bliżej? Koronawirus. ""Na lotnisku w Warszawie pilot poinformował, że nie możemy wystartować"" https://wyborcza.pl/7,75398,25635134,koronawirus-na-lotnisku-w-warszawie-pilot-poinformowal-ze.html",2020-01-26 20:21:53+00:00,0,0,,
3021,PurpleAsh44,Koronawirus wkracza w zupełnie nową fazę. Chińskie władze podały alarmujące informacje https://go.squidapp.co/n/pWBCWV0 via @SquidAppPL,2020-01-26 20:03:42+00:00,0,0,@SquidAppPL,
3022,nunusluv,"zadzwoniła mi powiedzieć, że jedzie jutro do lekarza zapisać się na badania i powiedziała, że mam nic z chin i korei nie zamawiać, bo ten koronawirus jest",2020-01-26 20:00:10+00:00,0,0,,
3023,MateoPoznan,Polubione na YouTube: Tech Week #1: Koronawirus - to wcale nie jest śmieszne ,2020-01-26 19:59:23+00:00,0,0,,
3024,WolnyIjuz,Koronawirus z Wuhan będzie jeszcze bardziej zabójczy? Naukowcy: „Możliwe występowanie mutacji” ,2020-01-26 19:58:14+00:00,0,0,,
3025,PIUMpl,Koronawirus w Polsce? ,2020-01-26 19:54:16+00:00,0,0,,
3026,Piotrus_Pan9,"Jeżeli chodzi o #koronavirus to w Polsce może być spokojni...studenci trafili do szpitala zakaźnego w Warszawie...do tego samego, który przepisał mojej córce na boreliozę antybiotyk na 2tyg i powiedziano, że zapominamy o sprawie. To było w kwietniu 2019....3 tyg temu",2020-01-26 19:52:05+00:00,0,0,,#koronavirus
3027,megustawawa,"dopadł mnie przed chwilą kaszel, czy to już koronawirus,,",2020-01-26 19:49:29+00:00,0,1,,
3028,WiadomosciTVP,Chiny: koronawirus coraz groźniejszy https://wiadomosci.tvp.pl/46370093/chiny-koronawirus-coraz-grozniejszy,2020-01-26 19:47:36+00:00,9,3,,
3029,krism84_,"O co chodzi z tym #koronawirus ? W kraju w którym mieszka 1,38 miliarda ludzi to draństwo do dnia dzisiejszego zabiło 52 osoby 🤔 Wytłumaczcie mi proszę o co w takim razie taki raban bo rozumiem że jest groźny ale widać że jakoś turbo szybko się to nie rozprzestrzenia",2020-01-26 19:35:24+00:00,0,6,,#koronawirus
3030,rozmemlanosc,"Wszyscy są tak przestraszeni #koronawirus a na świecie co roku z powodu grypy umiera nawet 500 000 osób, a ostatnimi czasy ta liczba rośnie",2020-01-26 19:34:31+00:00,0,4,,#koronawirus
3031,WBC241,🇫🇷 #Francja ewakuuje obywateli z #Wuhan. #France #coronoavirus #china #chiny #koronawirus,2020-01-26 19:32:57+00:00,0,4,,#Francja #Wuhan #France #coronoavirus #china #chiny #koronawirus
3032,KamilStolpa,"Imo nie. Natomiast tak czy siak on dzisiaj gra na stoperze, na którym jest większym zagrożeniem od #koronawirus. Nie pamiętam meczu bez jego fatalnego błędu ostatnio.",2020-01-26 19:21:03+00:00,0,0,,#koronawirus
3033,agraffka2,Koronawirus z Wuhan. Co wiemy o nim do tej pory? https://wiadomosci.onet.pl/nauka/koronawirus-z-wuhan-co-wiemy-o-nim-do-tej-pory/cet9nmz przez @OnetWiadomosci,2020-01-26 19:12:33+00:00,0,0,@OnetWiadomosci,
3034,Postmedyczny,Koronawirus w Chinach https://youtu.be/Xq6HBH3tF7Y przez @YouTube,2020-01-26 19:10:04+00:00,0,0,@YouTube,
3035,twojprzyjaciell,koronawirus objawy: szczęść boże ,2020-01-26 19:07:14+00:00,0,3,,
3036,taktyczniestra1,Epidemia koronawirusa w Chinach. Sytuacja pogarsza się z godziny na godzinę https://youtu.be/xMRrjXUDu1o via @YouTube #3tematy #wiadomości #taktyczniestrategicznie #polityka #sars #wirus #teoriespiskowe #koronawirus,2020-01-26 19:06:41+00:00,0,0,@YouTube,#3tematy #wiadomo #taktyczniestrategicznie #polityka #sars #wirus #teoriespiskowe #koronawirus
3037,WBC241,"#PILNE POTWIERDZONY PRZYPADEK KORONAWIRUSA W LOS ANGELES, WEDŁUG DEPARTMENTU ZDROWIA. TO 4 POTWIERDZONY PRZYPADEK W USA! 🇺🇸 #usa #koronawirus #chiny #wuhan #coronarvirus",2020-01-26 19:04:26+00:00,0,12,,#PILNE #usa #koronawirus #chiny #wuhan #coronarvirus
3038,greghejno,Kiedyś to były epidemie. Nie to co dzisiaj. Z książki Homo Deus. #koronawirus #coronarvirus,2020-01-26 19:03:34+00:00,0,5,,#koronawirus #coronarvirus
3039,5ftofdarkmatter,Wreszcie jakiś normalny artykuł w którym nikt nie sra w gacie Koronawirus z Wuhan. Co wiemy o nim do tej pory? https://wiadomosci.onet.pl/nauka/koronawirus-z-wuhan-co-wiemy-o-nim-do-tej-pory/cet9nmz?utm_source=wiadomosci&amp;utm_medium=Twitter&amp;utm_campaign=forum via @OnetWiadomosci,2020-01-26 19:03:09+00:00,3,4,@OnetWiadomosci,
3040,WBC241,Departament Zdrowia stanu Wirginia (USA) bada 3 podejrzanych pod kątem #koronawirus. 🇺🇸 #Usa,2020-01-26 19:02:58+00:00,1,4,,#koronawirus #Usa
3041,Marcin_K5,Wszyscy w maskach #koronawirus,2020-01-26 19:02:54+00:00,0,2,,#koronawirus
3042,WBC241,"Podejrzany przypadek koronawirusa zgłoszony w Indiach 🇮🇳 Minister Zdrowia Raghu Sharma powiedział, że pacjent jest w izolacji. #koronawirus #chiny #indie",2020-01-26 19:00:03+00:00,0,7,,#koronawirus #chiny #indie
3043,GIS_gov,"Komunikat (nr 6) dla podróżujących, 26 stycznia 2020 r. @GIS_gov #podróż #komunikat #Chiny #koronawirus #wirus #Wuhan",2020-01-26 18:56:41+00:00,22,8,@GIS_gov,#podr #komunikat #Chiny #koronawirus #wirus #Wuhan
3044,laudanozyna,#koronawirus Koronawirus w Chinach. Polak mieszkający w Wuhanie o dramatycznej sytuacji - Podróże ,2020-01-26 18:54:56+00:00,0,0,,
3045,bebo_bde,"właśnie kaszlałam, to już chyba koronawirus",2020-01-26 18:47:26+00:00,0,4,,
3046,GazetaStoleczna,"Koronawirus. Pilot w Warszawie odmawia startu. Wiceprezydent Rabiej: ""Śledzimy wszystkie doniesienia"" ",2020-01-26 18:44:12+00:00,1,2,,
3047,jaras808,Chiny. Koronawirus zbiera żniwo. Szokujące słowa pielęgniarki http://va.newsrepublic.net/s/hQMwUf,2020-01-26 18:41:47+00:00,0,1,,
3048,szybrocha,"wyhodowali jakieś świństwo i jeszcze gadają głupoty, że ten koronawirus od węży pochodzi",2020-01-26 18:32:10+00:00,0,0,,
3049,krystynaWarsaw,"#ВамНеСтыдно To Moskowia produkuje faszyzm,żeby oskarżać inne państwa. Koronawirus to też robota Sowietów.",2020-01-26 18:12:28+00:00,0,1,,
3050,AndrzejTrzciski,Koronawirus z Wuhan. Co wiemy o nim do tej pory? https://wiadomosci.onet.pl/nauka/koronawirus-z-wuhan-co-wiemy-o-nim-do-tej-pory/cet9nmz?utm_source=browser_viasg_wiadomosci&amp;utm_medium=push&amp;utm_campaign=allonet_00d_1e0b6361955a71d&amp;srcc=ucs&amp;utm_v=2 przez @OnetWiadomosci,2020-01-26 18:11:50+00:00,0,0,@OnetWiadomosci,
3051,obetonismylove,Ciekawe czy dają koronawirus w pakiecie ,2020-01-26 18:11:11+00:00,0,1,,
3052,HomoMediaevalis,Chińczycy zarażeni #koronawirus oglądający #KoronaKrólów,2020-01-26 18:08:55+00:00,0,9,,#koronawirus #KoronaKr
3053,laudanozyna,#koronawirus Polscy studenci przylecieli z Chin. Są objęci kwarantanną. Trafili do szpitala | Dziennik Zachodni ,2020-01-26 18:08:27+00:00,0,0,,
3054,WaldikDom,Koronawirus z Wuhan. Przerażająca symulacja rozwoju epidemii ,2020-01-26 17:58:37+00:00,0,0,,
3055,softhoranx,w sensie czemu jak widzę słowo koronawirus to czytam to jako korwinawirus,2020-01-26 17:54:36+00:00,0,11,,
3056,sbalcerac,Koronawirus od świadka koronnego?,2020-01-26 17:50:48+00:00,0,1,,
3057,Yolall1,Zaatakował go koronawirus,2020-01-26 17:49:54+00:00,0,1,,
3058,bezprawnik,"Koronawirus. Epidemia, której się nie boję. Bo przetrwałem już ich naprawdę wiele ",2020-01-26 17:49:27+00:00,0,5,,
3059,dziennikarz,"Zaczyna się. Panie Antoni, czy nie powinno się jutro ustanowić dzień wolny od pracy? #koronawirus ",2020-01-26 17:49:12+00:00,0,0,,#koronawirus
3060,_lonelyr0se_,Jakby..... #koronawirus ,2020-01-26 17:42:14+00:00,2,6,,#koronawirus
3061,KuczynskiG,"Chińczycy szczycą się, że potrafią przyrządzić i zjeść wszystko, co biega, pełza, pływa i lata. To się nie dziwcie #koronawirus z Wuhan #superimperium",2020-01-26 17:33:21+00:00,5,7,,#koronawirus #superimperium
3062,derywatyzacja,"Jak słyszę ""koronawirus"" to w pierwszej chwili wydaje mi się, że chodzi o jakąś kolejną drużynę piłkarską.",2020-01-26 17:30:29+00:00,0,28,,
3063,LilaKozielska,"Pierwsze informacje o zamknięciu Pekinu, czekamy na potwierdzenie. #Beijing #nCoV2019 #koronawirus ",2020-01-26 17:27:14+00:00,1,2,,#Beijing #nCoV2019 #koronawirus
3064,ELisicka,Koronawirus https://youtu.be/quYTEJMP2zY przez @YouTube,2020-01-26 17:13:01+00:00,0,0,@YouTube,
3065,KacperPoboznia1,#WuhanCoronavirus W samych Chinach jest 2000 przypadków zachorowań na wirusa zwanego koronawirus w tym około 60 osób straciło życie poprzez infekcję jak w samych obozach koncentracyjnych codziennie ginie 1000 razy więcej osób I zginie więcej jeżeli miasto będzie odseparowane,2020-01-26 17:11:27+00:00,0,1,,#WuhanCoronavirus
3066,HyvaPaiva,"#koronawirus Tak wygląda sytuacja w Chinach. Jeden wielki dramat, wirus nie oszczędza nikogo. ",2020-01-26 17:09:04+00:00,1,1,,#koronawirus
3067,KacperPoboznia1,#koronawirus #chiny Przez wirusa w Chinach na tą chwilę zginęło około 60 osób a w samych obozach koncentracyjnych ginie na codzień spokojnie 1000 razy więcej osób jeżeli tak bardzo boicie się wirusa to zacznijcie myć ręce a nie wypisuje pierdoły w Internecie,2020-01-26 17:07:19+00:00,0,0,,#koronawirus #chiny
3068,cacanyprzeliczn,Nowy koronawirus z Wuhan (2019-nCoV). Czy powinniśmy się obawiać? https://youtu.be/asexoavbi20 przez @YouTube,2020-01-26 16:57:11+00:00,0,0,@YouTube,
3069,NSW216,"Koronawirus coraz groźniejszy. ""Nagły wzrost stwierdzonych przypadków"" https://youtu.be/rQUeUJDkRig via @YouTube",2020-01-26 16:52:00+00:00,0,0,@YouTube,
3070,Polak_I_Maly,"#koronawirus Strach na chińczyka iść... Jedyne pocieszenie, że te nasze ""chinole"" to Wietnamczycy robią, i że nasze gołębie i koty nie roznoszą wirusa...",2020-01-26 16:48:44+00:00,0,1,,#koronawirus
3071,danny13dt,"Wiadomo, koronawirus",2020-01-26 16:47:38+00:00,0,0,,
3072,adinfo24,"#usa Koronawirus Coraz Groźniejszy. Kolejne Przypadki W Usa I Japonii Kolejne zaraż... http://adinfo24.pl/swiat/1653657,koronawirus_coraz_grozniejszy_kolejne_przypadki_w_usa_i_japonii.html",2020-01-26 16:40:06+00:00,0,0,,#usa
3073,HyvaPaiva,"#koronawirus Oficjalna liczba ofiar podana przez władze ChRL to 17 osób, jednak w rzeczywistości mówi się o kilkunastu tysiącach... ",2020-01-26 16:39:52+00:00,0,0,,#koronawirus
3074,redaktorbs,"#koronawirus Nie zapominajmy, że maski ochronne są produkowane w Chinach. (A tak mi się przypomniało...) ",2020-01-26 16:34:50+00:00,0,3,,#koronawirus
3075,FundacjaWHC,"#Koronawirus zmobilizuje proepidemików do tworzenia teorii spiskowych. W tym czasie szczególnie zadbajmy o #fakty. #Szczepienia są skuteczne, bezpieczne i zapobiegają tragediom. Przypominamy o sukcesie Programu Szczepień Ochronnych dla dzieci ⤵️ @GIS_gov https://twitter.com/RadioZET_NEWS/status/1221374618264535040",2020-01-26 16:34:44+00:00,0,0,@GIS_gov,#Koronawirus #fakty #Szczepienia
3076,krysia618720853,Koronawirus zbiera żniwo w kolejnych krajach! Polscy studenci wrócili z Wuhan - trafili na obserwację ,2020-01-26 16:22:13+00:00,0,0,,
3077,celiaklia,Jakby kogoś interesowało #WuhanCoronovirus #coronarovirus #koronawirus ,2020-01-26 16:16:47+00:00,2,1,,#WuhanCoronovirus #coronarovirus #koronawirus
3078,mattxbby,Tak to zdrowi a teraz koronawirus i nagle wszyscy są chorzy,2020-01-26 16:15:01+00:00,0,0,,
3079,EurowPolsce,Koronawirus z Wuhan. Co wiemy o nim do tej pory? https://wiadomosci.onet.pl/nauka/koronawirus-z-wuhan-co-wiemy-o-nim-do-tej-pory/cet9nmz przez @OnetWiadomosci,2020-01-26 16:14:09+00:00,2,1,@OnetWiadomosci,
3080,Joanna_D_a_r_c,"Koronawirus: szczepionka najwcześniej za kilka miesięcy . Novavax, który już opracował szczepionkę przeciwko MERS, twierdzi, że obecnie pracuje nad szczepionką przeciwko koronawirusowi Wuhan. ",2020-01-26 16:10:07+00:00,4,2,,
3081,mangozjebometal,Czy to już ten sławny koronawirus?,2020-01-26 16:08:06+00:00,0,1,,
3082,MigKKRP,Dziś w Warszawskim Ratuszu minuta ciszy za wszystkich poległych gejów którzy w ostatnich dniach zamówili końskie dildo na Aliexpress i zarazili się #koronawirus rest in piss 🏳️‍🌈,2020-01-26 16:04:11+00:00,1,2,,#koronawirus
3083,Tysol,Koronawirus z Chin. Studenci z Rzeszowa wrócili z Wuhan. Jeden z nich musi zostać w szpitalu | http://Tysol.pl,2020-01-26 16:00:00+00:00,5,7,,
3084,RafiPruszy,"Wczoraj jechałem z azjatą w przedziale, dzisiaj mam temperaturę i wewnętrzna potrzebę obejrzenia filmu Jacek Kiełb Best Skills, to chyba ten słynny Koronawirus",2020-01-26 15:57:59+00:00,0,1,,
3085,Joanna_D_a_r_c,"Koronawirus dotarł do Kanady. W Toronto, największym mieście Kanady, odnotowano pierwszy, wstępnie potwierdzony, przypadek osoby zakażonej koronawirusem . ",2020-01-26 15:55:16+00:00,0,1,,
3086,_Bordo__,5 milionow ludzi opuscilo objety kwarantanna Wuhan. 5 milionow. To tyle w sprawie sukcesow w powstrzymywaniu rozprzestrzeniania sie #koronawirus ,2020-01-26 15:48:27+00:00,1,4,,#koronawirus
3087,MSNPolska,Koronawirus zabije 65 MILIONÓW ludzi. Eksperci są przerażni #msnpl,2020-01-26 15:46:00+00:00,1,1,,#msnpl
3088,wars3na,"ludzie którzy wierzą, że koronawirus wziął sie z jedzenia nietoperzy i węży itd to osoby, które pierwsze umarłyby w horrorach serio? X DDDDDDDDDDDD wierzycie, że przypadkiem wyszło to z miasta, w którym jest bio warfarelab i chiny to hobbistycznie zamykały usta dziennikarzom?",2020-01-26 15:40:38+00:00,0,24,,
3089,DzienNaSwiecie,#koronawirus #turcja i @Magda_Wierzycka jedna z najbogatszych kobiet w RPA rozmawia @janmikruta Zaprasza Grzegorz Dobiecki 22.30 @CIR_CSM,2020-01-26 15:38:44+00:00,1,5,@Magda_Wierzycka @janmikruta @CIR_CSM,#koronawirus #turcja
3090,ElKova11,A co jeśli twórcy Plague INC: Evolved stworzyli #koronawirus by promować swoją grę?,2020-01-26 15:38:26+00:00,0,2,,#koronawirus
3091,lovemaszusia,Teraz naprawdę się boje ze koronawirus przyszedł wraz z kolczykami Ok,2020-01-26 15:37:38+00:00,0,3,,
3092,cutevvato,"ja: cały rok jestem zdrowa koronawirus: *istnieje* ja: kaszle, mam katar, boli mnie gardło",2020-01-26 15:28:54+00:00,1,3,,
3093,sadylianoises,"#koronawirus nie panikujcie naprawdę, bo nie ma powodu ",2020-01-26 15:26:55+00:00,0,11,,#koronawirus
3094,hauolijoie,"polećcie mi jakiś dobry, niedrogi żel oczyszczajacy do twarzy #mojchlopak #mojadziwczyna #mojcrush #fitstyczen #fitluty #koronawirus #iHeartAwards #dollypartonchallenge #helpme",2020-01-26 15:26:16+00:00,0,0,,#mojchlopak #mojadziwczyna #mojcrush #fitstyczen #fitluty #koronawirus #iHeartAwards #dollypartonchallenge #helpme
3095,pielegniarskis1,#WuhanCoronavirus #koronawirus Ostatnie informacje o koronawirusie Czy grozi nam epidemia? Czy Polskę ostatnie zagrożenie cudownie ominie? https://pielegniarskiswiat.pl/index.php/2020/01/26/ostatnie-informacje-o-nowym-koronawirusie/,2020-01-26 15:21:22+00:00,1,1,,#WuhanCoronavirus #koronawirus
3096,veS_111,>Pożary w Australii >Groźba trzeciej wojny światowej >Koronawirus w Chinach &gt;Jesse Lingard zdobywa bramkę Trudno o bardziej jasne zapowiedzi końca świata.,2020-01-26 15:19:24+00:00,0,0,,
3097,mic_marek,"Znalezione na Telegramie. #Rosja apteka - ""pokonaj chiński koronawirus"" kwasem omega3 i rymantadyną. Nie wiem czy pomoże, ale biznes się kręci... ",2020-01-26 15:16:55+00:00,0,4,,#Rosja
3098,hobihikari,mamo nie ide jutro do sql koronawirus panuje,2020-01-26 15:09:42+00:00,1,8,,
3099,Bart_Wielinski,"#Koronawirus. 'Na lotnisku w Warszawie pilot poinformował, że nie możemy wystartować' ",2020-01-26 15:09:25+00:00,3,11,,#Koronawirus
3100,cyborgdekiel,koronawirus może mi karty tasować,2020-01-26 15:08:02+00:00,0,0,,
3101,Olialchemik0905,"Koronawirus, to broń biologiczna która wymknęła się z laboratorium P4, w wyniku ludzkiego błędu. Wiadomo było już to od 2019 roku że labo w Wuhan bada broń biologiczną. Jednak światowe rządy, nie zwracały na to uwagi.",2020-01-26 15:04:26+00:00,1,3,,
3102,krystynaWarsaw,Sowiet włączył dezinformację w sprawie koronawirus. Jak zawsze-wobec Katynia było tak samo.,2020-01-26 14:59:24+00:00,0,0,,
3103,neuropek,Liczba osób chorych na grypę w samym styczniu w Polsce - 400 tys. Wszystkie zakażenia SARS - 8273. Koronawirus w Chinach 2092. Jeśli boisz się wirusów to bój się komplikacji po grypie.,2020-01-26 14:54:25+00:00,3,15,,
3104,krystynaWarsaw,W/g mnie to Sowieci są autorami koronawirus. Kacapy nigdy nie odpuszczają. Pretensji do Chin wiele:ostatnio pomoc finansowa dla Białorusi.,2020-01-26 14:52:33+00:00,0,0,,
3105,gazeta_wyborcza,"Koronawirus. ""Na lotnisku w Warszawie pilot poinformował, że nie możemy wystartować"" ",2020-01-26 14:49:15+00:00,6,7,,
3106,pidybi,"Koronawirus z Wuhan – wszystko, co trzeba wiedzieć ",2020-01-26 14:42:18+00:00,0,0,,
3107,reedusforce,ktoś w moim otoczeniu: kaszle ja: koronawirus,2020-01-26 14:39:52+00:00,0,1,,
3108,FriendlyAnonIB,"Przy okazji #koronawirus w #wuhan zajebiście się cieszę, że nienawidzę podróżować i w dupie mam egzotyczne kultury. No ale jeśli to gówno tutaj przyjdzie przez zaniedbanie jakiegoś debila to spierdalam na jakąś bezludną wyspę i chuj wszystkim w dupy.",2020-01-26 14:36:36+00:00,0,3,,#koronawirus #wuhan
3109,PiS_Lubuski,‼Premier @MorawieckiM jest w stałym kontakcie z @GIS_gov oraz @MZ_GOV_PL w związku z informacjami dotyczącymi zachorowań w Chinach #koronawirus 🏥 🇵🇱 Polskie instytucje podejmują wszystkie niezbędne działania monitorujące w tym zakresie. #Coronarvirus #WuhanCoronavirus,2020-01-26 14:33:50+00:00,2,8,@MorawieckiM @GIS_gov @MZ_GOV_PL,#koronawirus #Coronarvirus #WuhanCoronavirus
3110,pantarhei_tv,"[WIDEO] SZOK! Chiny, Wuhan: przerażająca zemsta zarażonych. Koronawirus na chińskich banknotach! ",2020-01-26 14:31:09+00:00,0,0,,
3111,MigKKRP,"Wokół #koronawirus narosło mnóstwo legend i dezinformacji. Prawda jest taka że w Wuhan istnieje laboratorium bakteriologiczne, ale nie pracują tam Chińczycy tylko nietoperze i węże. Niestety te zwierzęta nie znają zasad BHP i przez swoje prymitywne metody doprowadziły do tragedii",2020-01-26 14:30:41+00:00,1,5,,#koronawirus
